,title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
1169,Devaki (2005 film),tt0797833,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Devaki.jpg/220px-Devaki.jpg,https://en.wikipedia.org/wiki/Devaki_(2005_film),Devaki,Devaki,0,2005,87,Drama,4.3,30,,Add a Plot »,Inspired from a true story...,Ram Kapoor|Suman Ranganath|Arvin Tucker|,,6 January 2006 (India)
1171,Dharti Kahe Pukar Ke (2006 film),tt5216486,https://upload.wikimedia.org/wikipedia/en/6/64/Dharti_Kahe_Pukar_Ke_%282006_film%29.jpg,https://en.wikipedia.org/wiki/Dharti_Kahe_Pukar_Ke_(2006_film),Dharti Kahe Pukar Ke,Dharti Kahe Pukar Ke,0,2006,\N,Action,6.3,7,,Add a Plot »,,Ajay Devgn|Sharbani Mukherjee|,,
1178,Holiday (2006 film),tt0461062,https://upload.wikimedia.org/wikipedia/en/c/ca/Holiday2006.jpg,https://en.wikipedia.org/wiki/Holiday_(2006_film),Holiday,Holiday,0,2006,\N,Drama|Musical|Romance,4.7,134,Young woman struggling with her looks trying to find some happiness  success  and purpose for her life.,Young woman struggling with her looks trying to find some happiness  success  and purpose for her life.,,Onjolee Nair|Dino Morea|Kashmira Shah|Gulshan Grover|,,10 February 2006 (India)
1181,Kabhi Alvida Naa Kehna,tt0449999,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/KANK_poster.jpg/220px-KANK_poster.jpg,https://en.wikipedia.org/wiki/Kabhi_Alvida_Naa_Kehna,Kabhi Alvida Naa Kehna,Kabhi Alvida Naa Kehna,0,2006,193,Drama|Romance,6.1,17001,Dev Saran is a disgruntled former footballer who is jealous of his wife Rhea's successful career as a fashion magazine editor. Maya Talwar is a kindergarten teacher married to her childhood buddy Rishi. Rishi is a passionate and affectionate husband but Maya is unable to reciprocate his love because of the lack of feelings towards him. A chance encounter brings Dev and Maya together. Since their respective marriages are falling apart  they decide to help each other to salvage their marriages  blissfully unaware of what the forces of love have in store for them. What starts as a pleasant friendship develops into love and an extramarital affair which soon throws the relations between the two couples in turmoil.,Dev  a former football player is married to Rhea  a successful fashion editor. Maya is a kindergarten teacher who is married to Rishi  an outgoing event planner. These couples' lives intersect and they each question their own marriage.,,Amitabh Bachchan|Shah Rukh Khan|Abhishek Bachchan|Rani Mukerji|Preity Zinta|Kiron Kher|Arjun Rampal|,7 wins & 22 nominations,11 August 2006 (India)
1186,Krrish,tt0432637,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Krrish_poster.jpg/220px-Krrish_poster.jpg,https://en.wikipedia.org/wiki/Krrish,Krrish,Krrish,0,2006,185,Action|Sci-Fi,6.3,16590,Singapore-based Dr. Siddhant Arya recruits a superhumanly powerful Indian-born man named Rohit Mehra  who was given special powers by a blue-skinned alien named Jadoo  to build a computer that can forecast the future  which results in an accident that kills Rohit. When this news reaches Rohit's mother  Sonia  in India  she passes this on to Rohit's wife  Nisha  who has just given birth to a son named Krishna. However  Nisha  unable to handle this devastating news  passes away  leaving Krishna to be brought up by Sonia. When Krishna is enrolled in school  she notices that he has the same intellectual and physical powers that his father possessed  so in order to shield him from any harm  she moves to a secluded and remote area in a mountainous region of the country  where he grows up. Years later  Krishna has matured  has acquired the same special powers that his father had  and is also able to communicate with animals. He meets with a camper named Priya and is attracted to her. When ...,Krishna is forced by circumstances to use his superpowers and become a masked superhero  Krrish  before getting drawn towards his lost legacy.,This June his era begins,Rekha|Hrithik Roshan|Priyanka Chopra|Sharat Saxena|Puneet Issar|Hemant Pandey|Manini M. Mishra|Akash Khurana|Naseeruddin Shah|Ahmed Khan|Xia Bin|Edgar Noordanus|Mithilesh Chaturvedi|Zain Khan|,13 wins & 13 nominations,23 June 2006 (India)
1201,Souten: The Other Woman,tt0833537,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Souten.jpg/220px-Souten.jpg,https://en.wikipedia.org/wiki/Souten:_The_Other_Woman,Souten: The Other Woman,Souten: The Other Woman,0,2006,\N,Thriller,4.8,34,After the accidental death of her lover  Mitali gets married to wealthy widower Ranbeer Singh who lives in a palace in Rajasthan  India  along with his daughter  Sapna. The trio settle down in a harmonious relationship until Sapna re-locates abroad. When she returns she is introduced to wealthy Rajvir Singh  who also lives in a palace with his brother  Sumer  and Bhabi  Smita. During a trip to Goa  both Rajvir and Sapna fall in love with each other. Smita and Sumer welcome this news but Mitali has a secret to share with Sapna - that she and Rajvir had a steamy affair not too long ago. Watch what impact this has on Sapna  Ranbeer and the rest of Rajvir's family.,After the accidental death of her lover  Mitali gets married to wealthy widower Ranbeer Singh who lives in a palace in Rajasthan  India  along with his daughter  Sapna. The trio settle down...                    ,,Mahima Chaudhry|Padmini Kolhapure|Shakti Kapoor|Gulshan Grover|Vikram Singh|Kiran Rathod|,,24 March 2006 (India)
1205,Umrao Jaan (2006 film),tt0485522,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Umraojaan.jpg/220px-Umraojaan.jpg,https://en.wikipedia.org/wiki/Umrao_Jaan_(2006_film),Umrao Jaan,Umrao Jaan,0,2006,188,Drama|Romance,5.5,1757,Ameeran lives a poor-lifestyle with her mom  dad  and brother  Jamal  in Faizabad  British India. When her dad testifies against the local corrupt cop  Dilawar Khan  Khan swears to avenge this humiliation  and several years later  abducts Ameeran  holds her for ransom. When no money is forthcoming  he sells her. Ameeran ends up in a brothel run by Lucknow's Madame Khanum Jaan  where she is taught dance and poetry  and is subsequently re-named Umrao Jaan. Years later  Umrao has matured  is a well-known Courtesan with many patrons  chief amongst them are Nawab Sujat Ali Khan and his son  Sultan. Umrao and Sultan fall in love with each other  much to the chagrin of Sujat  who instructs Sultan either to give up Umrao or to lose his inheritance  and Sultan chooses Umrao. He gives up his father's palatial house and goes to live in the brothel  but re-locates to live with his uncle in Gadi after being taunted by Khanum Jaan. Umrao has a new admirer  Nawab Faiz Ali  who proposes to take her ...,"J.P. Dutta's adaption of the Urdu novel ""Umrao Jan Ada"" by Mirza Haadi Ruswa (1905).",,Aishwarya Rai Bachchan|Shabana Azmi|Sunil Shetty|Abhishek Bachchan|Bikram Saluja|Ayesha Jhulka|Puru Rajkumar|Parikshat Sahni|Kulbhushan Kharbanda|Divya Dutta|Himani Shivpuri|Maya Alagh|Vishwajeet Pradhan|Javed Khan|,2 nominations,3 November 2006 (India)
1209,Utthaan,tt0489582,https://upload.wikimedia.org/wikipedia/en/9/98/Utthaan_poster.jpg,https://en.wikipedia.org/wiki/Utthaan,Utthaan,Utthaan,0,2006,180,Drama|Romance|Thriller,4.4,27,The dashing and sincere host of reality TV series 'Rubaru'  Prashant Bharti meets 'Miss Mumbai' beauty contest winner  Kiran Talreja  and both fall in love. Kiran does not make it as 'Miss India'  but Prashant is lucky enough to survive an attempt on his life. Both of them assemble a team of TV reporters and journalists to target corrupt politicians  and get considerable publicity when they successfully expose Maharashtra State's Home Minister Shribhavna Prasad. Then the entire team  including Kiran herself  gets a shock after Prashant announces publicly that he will be joining a political party and will be contesting forthcoming elections. When confronted  he admits that he only wishes to join in order to expose corruption from within. The question remains will political big-wigs permit him to be one of them in their corrupt regime?,The dashing and sincere host of reality TV series 'Rubaru'  Prashant Bharti meets 'Miss Mumbai' beauty contest winner  Kiran Talreja  and both fall in love. Kiran does not make it as 'Miss ...                    ,,Priyanshu Chatterjee|Neha Dhupia|,,13 October 2006 (India)
1214,Zindaggi Rocks,tt0823261,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Zindaggirocks.jpg/220px-Zindaggirocks.jpg,https://en.wikipedia.org/wiki/Zindaggi_Rocks,Zindaggi Rocks,Zindaggi Rocks,0,2006,\N,Drama|Romance,4.0,227,During an outing Dr. Suraj Rihan  who is married to Shivani  is summoned by DCP Gazala Qadri who wants to question him about the sudden death of his girlfriend/singing diva  Kriya Sengupta. Through flashbacks Suraj attempts to clarify how he got involved with Kriya and her family  and how his involvement led to her sudden and questionable death.,During an outing Dr. Suraj Rihan  who is married to Shivani  is summoned by DCP Gazala Qadri who wants to question him about the sudden death of his girlfriend/singing diva  Kriya Sengupta....                    ,,Sushmita Sen|Shiney Ahuja|Julian Burkhardt|Ravi Gossain|Gargi Patel|Moushumi Chatterjee|Seema Biswas|Kim Sharma|,,
1218,Apaharan,tt0451631,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Apaharan.jpg/220px-Apaharan.jpg,https://en.wikipedia.org/wiki/Apaharan,Apaharan,Apaharan,0,2005,173,Action|Crime|Drama,7.4,3846,Ajay lives with his stern  honest  disciplinarian and Gandhian widowed father  Prof. (retd.) Raghuvansh Shastri. Ajay works as a salesman  but soon finds himself out of work. He applies for a position with the Police  but is turned down  even though he always makes it to the merit list. Finally he borrows 5 lakh rupees to bribe his way on the merit list  & soon his name is shown on the shortlist. Just before his selection  major differences crop up between Home Minister Dinkar Pandey and his dad  with the later threatening to expose the corruption within the State Ministry. Dinkar ensures that Ajay's name is dropped from the shortlist  and the money-lender sends his goons after him  giving him 3 days to come up with the money. A desperate Ajay decides to be part of the lucrative kidnapping scheme in Bihar  abducts a Government official and demands a ransom so that he can re-pay his loan. Unfortunately  this Government official was under the protection of underworld Don  Gaya Singh  ...,Story of a tumultuous and complex relationship between a father (Mohan Agashe) and son (Ajay Devgan)  set against the backdrop of a thriving kidnapping industry in the Hindi heartland of Bihar.,,Ajay Devgn|Nana Patekar|Bipasha Basu|Ayub Khan|Mohan Agashe|Mukesh Tiwari|Yashpal Sharma|Anup Soni|Chetan Pandit|Akhilendra Mishra|Daya Shankar Pandey|Murli Sharma|Ehsan Khan|Mukul Nag|,5 wins & 4 nominations,2 December 2005 (USA)
1226,99.9 FM (film),tt0926029,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/99.9FM_poster.jpg/220px-99.9FM_poster.jpg,https://en.wikipedia.org/wiki/99.9_FM_(film),99.9 FM,99.9 FM,0,2005,90,Crime|Drama,4.8,36,"Gautam Singh meets with attractive Air Hostess  Sonali  and both fall deeply in love. Before they could get married  Sonali dumps him and leaves him devastated and heart-broken. On the rebound  he meets with Kim and gets married to her. The couple then re-locate to Bombay where Gautam is a compère for a FM station called ""99.9"". He generally hosts it from around 11 pm to 1 am. Then one day while shopping he meets with Sonali and both of them re-kindle their romance. Sonali wants to marry Gautam  and in order to do she wants him to divorce Kim  but Gautam tells her that he has no reason for divorcing Kim. Torn between the two women  Gautam finds out a way to make only of them his life-mate - by killing one of them. While he finalizes the plan  he must now ensure that he as a safe alibi. Watch how Gautam prepares his alibi and goes about his gruesome task of killing one of the women.",Gautam Singh meets with attractive Air Hostess  Sonali  and both fall deeply in love. Before they could get married  Sonali dumps him and leaves him devastated and heart-broken. On the ...                    ,Nothing is 100%,Shawar Ali|Jaipreet Nagra|Raima Sen|,,2005 (India)
1227,Bhola in Bollywood,tt0497887,,https://en.wikipedia.org/wiki/Bhola_in_Bollywood,Bhola in Bollywood,Bhola in Bollywood,0,2004,\N,Comedy,6.6,18,Bhola Prasad is a simple-minded  naive  and honest young man who lives in a small town in Bihar  Central India. His maternal uncle had re-located to Bombay  is now known to live on the 10th floor of a multi-storied building  and has accumulated considerable wealth. Bhola also decides to better his prospects by re-locating to Bombay  and living with his uncle. Upon arrival in Bombay  Bhola's belongings are stolen  he is made fun of  and slapped by a young woman. When he finally locates his uncle  he finds to his dismay that his uncle is living in a shanty dwelling  looking for work. Bhola decides to become a Bollywood Hero  and he and his uncle set out to find work for him. He gets enrolled in a drama and acting school  and also is taught how to read and write in English - with hilarious results - as the hapless Bhola is unable to differentiate Tom Cruise from Santa Cruz  and to make matters worse the woman who slapped him  American returned Raveena  is also in his class. Bhola and his...,Bhola Prasad is a simple-minded  naive  and honest young man who lives in a small town in Bihar  Central India. His maternal uncle had re-located to Bombay  is now known to live on the 10th...                    ,,Ali Asgar|Raj Babbar|Suresh Chatwal|Avtar Gill|Shammi Kapoor|Razak Khan|Siraj Khan|Vinod Khanna|Raza Murad|Alok Nath|Rajesh Puri|Virendra Saxena|Bharati Sharma|,,
1241,Classic – Dance of Love,tt0454433,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Classic_%E2%80%93_Dance_of_Love.jpg/220px-Classic_%E2%80%93_Dance_of_Love.jpg,https://en.wikipedia.org/wiki/Classic_%E2%80%93_Dance_of_Love,Classic Dance of Love,Classic Dance of Love,0,2005,\N,Drama,4.9,47,An orphaned and homeless girl ends up in a dancing school run by Sitaradevi and is named Doli  and is taught all forms of dance. When she matures she meets with London-based Suraj J. Malhotra and both fall in love with each other. Suraj is mesmerized by Doli's beauty and cannot live without her. When his father finds out that his son is wooing a prostitute  he is enraged  and contacts influential Dr. Ramgopal Acharya  to end this relationship so that he can get his son to get married to Damini  the daughter of wealthy Rajvansh. Ramgopal sets about to end this relationship and succeeds  with Suraj returning to London  while Sitaradevi is arrested by the Police for killing a man named Chowdhury  leaving Doli homeless. She seeks shelter in Ramgopal's ashram  where she is allowed entry reluctantly with hopes that she will leave soon. Then the inevitable happens when Ramgopal himself starts getting attracted to Doli's beauty  so much so that he is even willing to give his celibacy  his ...,An orphaned and homeless girl ends up in a dancing school run by Sitaradevi and is named Doli  and is taught all forms of dance. When she matures she meets with London-based Suraj J. ...                    ,,Mithun Chakraborty|Meghna Naidu|Vikas Bhardwaj|Navin Nischol|Himani Shivpuri|Shashi Kiran|Krishna Bhatt|Gyan Prakash|Dinesh Hingoo|Vivek Mishra|Mansee Shah|Navin|Neeraj Rajput|Shalu|,,
1253,Jai Chiranjeeva,tt0457391,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Jai_Chiranjeeva.jpg/220px-Jai_Chiranjeeva.jpg,https://en.wikipedia.org/wiki/Jai_Chiranjeeva,Jai Chiranjeeva,Jai Chiranjeeva,0,2005,174,Action|Comedy|Drama,5.8,464,Sathyanarayana Murthy  a farmer from Amalapuram  swears vengeance on criminals who killed his niece.,Sathyanarayana Murthy  a farmer from Amalapuram  swears vengeance on criminals who killed his niece.,,Chiranjeevi|Bhoomika Chawla|Sameera Reddy|Suneel|Brahmanandam|Rahul Dev|Venu Madhav|Arbaaz Khan|Tanikella Bharani|Jayaprakash Reddy|M.S. Narayana|Sudha|A.V.S. Subramanyam|Dharmavarapu Subramanyam|,,21 December 2005 (USA)
1261,Hanuman (2005 film),tt0488836,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Hanumanfilm.jpg/220px-Hanumanfilm.jpg,https://en.wikipedia.org/wiki/Hanuman_(2005_film),Hanuman,Hanuman,0,2005,89,Animation,7.3,494,When Hanuman was born to Anjani a female Apsara and Kesari  by the blessings of Vayu-Dev  the Wind God. Hanuman  who is the 11th rudra avatar of supreme being GOD Shiva himself. He was blessed with supreme intelligence  strength and divine powers. As a baby  Hanuman was quite naughty and used his powers to pester the saints living in the nearby forest. On the insistence of Vayu  Indra and the other Gods came together to bless baby Hanuman of immortal life. Amongst the other blessing a few are: no fear/harm from the Brahmastra  no harm could befall him from any weapons  fire and water. He could overcome death and he could transform his body to take the smallest form or attain the biggest form of life. Blessed with divine powers Hanuman grew up to be powerful and mighty.,When Hanuman was born to Anjani a female Apsara and Kesari  by the blessings of Vayu-Dev  the Wind God. Hanuman  who is the 11th rudra avatar of supreme being GOD Shiva himself. He was ...                    ,,Mukesh Khanna|Viraj|Mona Shetty|Sumeet Pathak|Rajesh Jolly|Manoj Pandey|Pawan Shukla|Shahnawaz Pradhan|Parminder Ghumman|Chanddhar|Sanket Jaiswal|Saptrishi Ghosh|Kishore Bhatt|Anju Jamwal|,1 win,21 October 2005 (India)
1262,James (2005 film),tt0454481,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/James_%282005_film%29.jpg/220px-James_%282005_film%29.jpg,https://en.wikipedia.org/wiki/James_(2005_film),James,James,0,2005,\N,Action|Romance,3.6,312,A long distance train hurtles through its route from Goa to Bombay. After resuming from a scheduled stop  a group of young men board the train  walk through the boogies  and molest a married woman who is seated next to her husband. A passenger speaks up against the hoodlums  an argument  followed by fisticuffs ensues  with the young man  with this boxing skills  managing to subdue the hoodlums. After the train stops he makes a report to the local police  only to be mocked at. His name is James and he is come to Bombay to look for work. He finds employment at a nightclub with the help of his friend  Babloo  as a Bouncer. One night he comes to the rescue of an attractive young woman named Nisha  who is molested by a male named Radhey Narayan. James does stop Radhey from molesting Nisha  but ends up losing his job. Nisha befriends him  introduces him to her DCP dad  Vijay Singh Rawat  who is grateful to James for coming to his daughter's rescue. What James does not know is that he is ...,A story of a young man's quest to avenge the death of his older brother.,After everything you have ever seen of heroes| there's ...,Mohit Ahlawat|Priyanka Kothari|,,16 September 2005 (India)
1268,Kyaa Kool Hai Hum,tt0456500,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/KyaaKoolHaiHum.jpg/190px-KyaaKoolHaiHum.jpg,https://en.wikipedia.org/wiki/Kyaa_Kool_Hai_Hum,Kyaa Kool Hai Hum,Kyaa Kool Hai Hum,0,2005,172,Comedy|Mystery,6.1,2956,Karan Pandey and Rahul are two friends who work in a fashion designers office  and live in a rented apartment. When they are unable to pay the rent  they are dramatically evicted  but sneak their way back in within hours as the building is being renovated. Karan meets a beautiful woman  Kiran  and falls in love with her. He finds out that she is the girlfriend of his boss  D.K. Bose  lives in a bungalow in Malabar Hill  and owns a Mercedes. When Bose leaves for a business trip to America  Karan and Rahul move into his apartment and through his telephone Karan touches base with Kiran and begins his romance with her. In the meantime  Rahul is told by a street astrologer that he will find his soul-mate in a girl who has a birthmark on her right breast. Rahul does not find one but several women with a mark on their breast  and does recover from several embarrassing incidents. Then beautiful Urmila Martodkar walks into his life  birthmark and all. It looks like Karan and Rahul may have ...,Karan and Rahul are fashion designers and surives on food of others functions. But some twists and confusion changes their life.,,Tusshar Kapoor|Riteish Deshmukh|Isha Koppikar|Neha Dhupia|Anupam Kher|Shoma Anand|Razak Khan|Avtar Gill|Anil Nagrath|Rajpal Yadav|Bobby Darling|Jay Sean|Rishi Rich|Victoria|,2 nominations,6 May 2005 (India)
1269,Lucky: No Time for Love,tt0449306,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/LuckyDVDCover.jpg/220px-LuckyDVDCover.jpg,https://en.wikipedia.org/wiki/Lucky:_No_Time_for_Love,Lucky: No Time for Love,Lucky: No Time for Love,0,2005,180,Drama|Musical|Romance,4.7,3010,"Mr. Sekhri is the Indian Ambassador in Russia  and his Chief Assistant is Mr. Negi. Sekhri is widowed with a son named Aditya  while Negi is married and has brought his wife  Anjali  and two daughters  Lucky and Dhara  with him to Russia. One day while going to school  Lucky's bicycle has a flat tire  and she ends up being molested by a young Russian. She manages to escape and hide in a parked car  and the molester is chased away by the car's owner - who is none other than Aditya. Unaware of his ""cargo""  Aditya drives the car to meet his father  until he is stopped at a check-post. That's when he finds out that Lucky is on board. Then terrorists strike out with bombs and guns  and chaos breaks lose  the telephone lines are down  and there is no electricity. Aditya and Lucky manage to escape and hide in an isolated graveyard. Meanwhile  Sekhri and Negi recruit a private investigator  retired Colonel Pindi Das Kapoor  to locate their children  which he agrees to do so. Before he can ...",In a chain of unfortunate events  a 17-year-old schoolgirl narrowly escapes a possible rapist  is caught up in a terror attack  and drinks contaminated water that poisons her.,No Time For Love,Salman Khan|Sneha Ullal|Mithun Chakraborty|Kader Khan|Navni Parihar|Ravi Baswani|Vikram Gokhale|Mumait Khan|,1 nomination,8 April 2005 (India)
1277,Mr Prime Minister,tt0813539,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Mr.Prime-Minister-flim-poster.jpg/225px-Mr.Prime-Minister-flim-poster.jpg,https://en.wikipedia.org/wiki/Mr_Prime_Minister,Mr Prime Minister,Mr Prime Minister,0,2005,\N,Comedy,5.1,53,Johnny Master  a survivor of earthquake-ravaged Kutch is a happy-go-lucky elderly man who sells newspapers for a living in a small village in Gujarat. His life takes a new turn when the government declares post-earthquake parliamentary elections. Residents of the village decide to form a new political party and make Johnny their candidate.,Johnny Master  a survivor of earthquake-ravaged Kutch is a happy-go-lucky elderly man who sells newspapers for a living in a small village in Gujarat. His life takes a new turn when the ...                    ,,Dev Anand|Prem Chopra|Milind Gunaji|A.K. Hangal|Boman Irani|Anant Jog|Mohan Joshi|Kalpana Kartik|Razak Khan|Shahbaaz Khan|Tara Sharma|Sofia|,,
1283,Padmashree Laloo Prasad Yadav,tt0435259,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Padmashree_laloo_prasad_yadav_ver5.jpg/220px-Padmashree_laloo_prasad_yadav_ver5.jpg,https://en.wikipedia.org/wiki/Padmashree_Laloo_Prasad_Yadav,Padmashree Laloo Prasad Yadav,Padmashree Laloo Prasad Yadav,0,2005,\N,Comedy,2.5,168,First of all let us all be clear that this movie has nothing to do with the personal life of Bihar's controversial politician Lalit Prasad Yadav  though he does appear in the beginning and the end of this story. This story centers around a woman named Padmashree Divakar Kashyap who along with her boyfriend  Lalchand Dilachand alias Laloo  is in search for some family diamonds that were reportedly stolen by a Mr. Saxena. While Laloo haphazardly questions a terrified Saxena with his cigarette-lighter pistol  Saxena dies of fright. This leaves the duo no choice save to find out where the diamonds are on their very own  and this takes them to South Africa where they meet the third person of this title  namely Advocate Prasad Pritam Pradyuma  who is the legal counsel for gangster Johny  who is being held by the police as a suspect in a bank robbery. Then we get to meet the fourth person named Yadav  who is Johny's assistant  and when we put all four together we get the full title. Watch ...,First of all let us all be clear that this movie has nothing to do with the personal life of Bihar's controversial politician Lalit Prasad Yadav  though he does appear in the beginning and ...                    ,,Sunil Shetty|Masumeh Makhija|Mahesh Manjrekar|Johnny Lever|Gulshan Grover|Sharat Saxena|Kim Sharma|Anupama Verma|,,
1287,Pehchaan: The Face of Truth,tt0473684,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Pehchaan%2C_The_Face_of_Truth.jpeg/220px-Pehchaan%2C_The_Face_of_Truth.jpeg,https://en.wikipedia.org/wiki/Pehchaan:_The_Face_of_Truth,Pehchaan: The Face of Truth,Pehchaan: The Face of Truth,0,2005,173,Drama,5.8,58,Swati Azad and Mridula are two inseparable friends in college. Both do well in their studies  successfully complete college and get married to Ajay Lal and Milind Khanna respectively. Four years later  Prasad Saxena  another former collegian meets with a pregnant Mridula and informs her that Swati has committed suicide as she had lost her sanity. He tells her about the background of Swati's death and his suspicions that she was actually killed by the Lal family. Mridula gets hold of a Swati's diary  reads it  and concludes that the Lal family did kill Swati. She has the case reopened  files various documents in Court  and has the Lals - Ajay and his dad  Hasmukh  charged under section 302 and 34 of the Indian Penal Code. It is here that Mridula will find out that she has opened up a virtual Pandora's box - for the lawyer representing the Lals is none other than Deepak Khanna - her father-in-law. When Milind finds out he accuses Mridula of trying to disrupt the Khanna family life  and ...,Swati Azad and Mridula are two inseparable friends in college. Both do well in their studies  successfully complete college and get married to Ajay Lal and Milind Khanna respectively. Four ...                    ,,Vinod Khanna|Rati Agnihotri|Raveena Tandon|Sudhanshu Pandey|Diwakar Pundir|Juhi Parmar|Vineet Kumar|Prabhat Bhattacharya|Rupal Patel|,,24 June 2005 (India)
1297,Sheesha (2005 film),tt0445056,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Sheesha_%28film%29_poster.jpg/220px-Sheesha_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/Sheesha_(2005_film),Sheesha,Sheesha,0,2005,\N,Drama|Romance|Thriller,3.5,238,Businesswoman Sia Malhotra lives a wealthy lifestyle in Bangkok  along with her twin  Ria  who is deaf and dumb due to a neurological disorder. She meets with Raj Oberoi  and both fall in love. Their endeavors to cure Ria are all in vain. Sia plans to travel to the United States to improve her business  and has no one to look after Ria. So she decides to get married to Raj so that he could move in with Ria and look after her. Raj agrees  and both obtain a marriage certificate from Pattaya City Hall  and Sia departs for America. Sia does not know that after her return she will be a suspect in the brutal killing of a female Caucasian  Diana  and will not be permitted to leave Bangkok; and she will face further trauma and shock when she finds that her husband has been sexually molesting her handicapped sister.,Businesswoman Sia Malhotra lives a wealthy lifestyle in Bangkok  along with her twin  Ria  who is deaf and dumb due to a neurological disorder. She meets with Raj Oberoi  and both fall in ...                    ,Some mirrors lie,Neha Dhupia|Sonu Sood|Vivek Shauq|Elidh MacQueen|Niju Mavani|Nares Ngamseerat|Chartchai Kongsiri|Robert Slater|Somsak Tuangchinda|Pat|Ouan|Gita Pandey|Bon|Gina|,,11 February 2005 (India)
1306,Ssukh,tt0466398,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Ssukh.jpg/220px-Ssukh.jpg,https://en.wikipedia.org/wiki/Ssukh,Ssukh,Ssukh,0,2005,\N,Comedy|Family|Romance,5.3,53,When a major shareholder of GA Advertising wants this firm to advertise a milk-based product  he expects the Manager  Patwardhan  and his staff to come up with a fresh innocent face. A hapless Patwardhan cannot think of anyone more fresh nor innocent looking that his Book-keeper  Chandraprakash Sharma  who immediately agrees to his boss's request. Chandraprakash subsequently brings his wife  Sushma  to meet with Patwardhan  and several photographs are taken of the couple  which are then made into posters to be displayed everywhere in the city. All goes well  until Patwardhan finds out that Chandraprakash is not as innocent as he looks  for the woman he introduced as his wife  is not his wife at all but a woman named Bhavna Verma  who has recently applied for a divorce from her husband  Rakesh and is on the verge of inheriting a whooping 10 crore rupees from her late grandfather. Watch how a hapless Chandraprakash attempts to stop the posters from going public  and keep his real wife ...,When a major shareholder of GA Advertising wants this firm to advertise a milk-based product  he expects the Manager  Patwardhan  and his staff to come up with a fresh innocent face. A ...                    ,,Aarti Chhabria|Jackie Shroff|,,17 June 2005 (India)
1310,Vidyaarthi,tt1483815,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Vidyaarthi_poster.jpg/220px-Vidyaarthi_poster.jpg,https://en.wikipedia.org/wiki/Vidyaarthi,Vidhyaarthi: The Power of Students,Vidhyaarthi: The Power of Students,0,2006,250,Action,5.0,8,This story about underworld and crime. How can 5 small child student team fight with underworld and finished all criminals without any support and outside facilities. All student expert and having knowledge of computer and fight. This is only mind game fight between child and criminals.,This story about underworld and crime. How can 5 small child student team fight with underworld and finished all criminals without any support and outside facilities. All student expert and...                    ,The power of students,Vikram Aditya|Akash Ajmera|Ishrat Ali|Rajesh Bakshi|Sarah Ghagare|Tina Ghai|Brij Gopal|Mohan Joshi|Baby Richa Madhusudan|Mac Mohan|Govind Namdeo|Harish Patel|Vishwajeet Pradhan|Baby Sneha Rao|,,18 June 2006 (India)
