,title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
687,Shanghai (2012 film),tt2072227,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Shanghai_Poster.jpg/220px-Shanghai_Poster.jpg,https://en.wikipedia.org/wiki/Shanghai_(2012_film),Shanghai,Shanghai,0,2012,120,Crime|Mystery|Thriller,7.2,9143,Prime leader of a campaign against a big government project is killed in what appears to be a road accident. An IAS officer is ordered to probe the incident and the veils of falsehood begin to drop.,Prime leader of a campaign against a big government project is killed in what appears to be a road accident. An IAS officer is ordered to probe the incident and the veils of falsehood begin to drop.,,Emraan Hashmi|Abhay Deol|Prasenjit Chatterjee|Kalki Koechlin|Supriya Pathak|Tillotama Shome|Anant Jog|Pitobash|Farooq Shaikh|Ashok Pathak|,3 wins & 5 nominations,8 June 2012 (India)
688,Ferrari Ki Sawaari,tt2122340,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Ferrari_ki_sawaari.jpg/220px-Ferrari_ki_sawaari.jpg,https://en.wikipedia.org/wiki/Ferrari_Ki_Sawaari,Ferrari Ki Sawaari,Ferrari Ki Sawaari,0,2012,140,Comedy|Drama|Family,6.4,4693,How the pursuit of an Indian cricket legend's Ferrari makes a young boy's dreams of playing cricket at Lords a reality.,How the pursuit of an Indian cricket legend's Ferrari makes a young boy's dreams of playing cricket at Lords a reality.,,Sharman Joshi|Boman Irani|Ritvik Sahore|Paresh Rawal|Vidya Balan|Deepak Shirke|Seema Bhargava|Satyadeep Misra|Aakash Dabhade|Nilesh Diwekar|Vijay Nikam|,4 nominations,15 June 2012 (India)
693,Gangs of Wasseypur,tt1954470,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Gangs_of_wasseypur.jpg/220px-Gangs_of_wasseypur.jpg,https://en.wikipedia.org/wiki/Gangs_of_Wasseypur,Gangs of Wasseypur,Gangs of Wasseypur,0,2012,321,Action|Comedy|Crime,8.2,71636,Shahid Khan is exiled after impersonating the legendary Sultana Daku in order to rob British trains. Now outcast  Shahid becomes a worker at Ramadhir Singh's colliery  only to spur a revenge battle that passes on to generations. At the turn of the decade  Shahid's son  the philandering Sardar Khan vows to get his father's honor back  becoming the most feared man of Wasseypur.,A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur  and ignites a deadly blood feud spanning three generations.,,Manoj Bajpayee|Richa Chadha|Nawazuddin Siddiqui|Tigmanshu Dhulia|Jameel Khan|Piyush Mishra|Jaideep Ahlawat|Huma Qureshi|Zeishan Quadri|Vipin Sharma|Satyakam Anand|Aditya Kumar|Viineet Kumar|Rajkummar Rao|,12 wins & 43 nominations,2 August 2012 (Singapore)
694,Gangs of Wasseypur – Part 2,tt1954470,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Gangs_of_wasseypur_II.jpg/220px-Gangs_of_wasseypur_II.jpg,https://en.wikipedia.org/wiki/Gangs_of_Wasseypur_%E2%80%93_Part_2,Gangs of Wasseypur,Gangs of Wasseypur,0,2012,321,Action|Comedy|Crime,8.2,71636,Shahid Khan is exiled after impersonating the legendary Sultana Daku in order to rob British trains. Now outcast  Shahid becomes a worker at Ramadhir Singh's colliery  only to spur a revenge battle that passes on to generations. At the turn of the decade  Shahid's son  the philandering Sardar Khan vows to get his father's honor back  becoming the most feared man of Wasseypur.,A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur  and ignites a deadly blood feud spanning three generations.,,Manoj Bajpayee|Richa Chadha|Nawazuddin Siddiqui|Tigmanshu Dhulia|Jameel Khan|Piyush Mishra|Jaideep Ahlawat|Huma Qureshi|Zeishan Quadri|Vipin Sharma|Satyakam Anand|Aditya Kumar|Viineet Kumar|Rajkummar Rao|,12 wins & 43 nominations,2 August 2012 (Singapore)
695,Cocktail (2012 film),tt2168910,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Cocktail_2012_poster.jpg/220px-Cocktail_2012_poster.jpg,https://en.wikipedia.org/wiki/Cocktail_(2012_film),Cocktail,Cocktail,0,2012,146,Comedy|Drama|Romance,6.3,12514,The story revolves around Gautam Khanna (Saif Ali Khan)  Veronica D'Costa (Deepika Padukone) and Meera Gupta (Diana Penty). Gautam Khanna (Saif Ali Khan) always had a dream to go to London and have a job. His dream is fulfilled and he gets a job. But his mom  Nita (Dimple Kapadia) says that she has to finalize his marriage to a girl and so he has to wait. She finds her perfect 'bahu' in Meera Gupta (Diana Penty). But she does not tell Gautam about this and tells Meera's parents even to not tell Meera. She tells Gautam to take her friend's daughter Meera as she has an assignment in London for 3 days. On the flight  Meera and Gautam befriend each other. In London  Meera has some problems completing her assignment and therefore fails to give it on time. She loses her job but then Gautam consoles her. They go on a beach party and there they meet Veronica D'Costa (Deepika Padukone). After some days of living with each other  Gautam falls in love with Veronica. But the thing that Gautam ...,A love triangle between a guy and two girls  who are best friends but the complete opposite of one another.,Sometimes good friends maybe too good to share...,Saif Ali Khan|Deepika Padukone|Diana Penty|Dimple Kapadia|Boman Irani|Yasmin Tippett|Lottie Dosanjh|Tina Desai|Louise Bangay|Manoj Pahwa|Mia Uyeda|Tim Parker|Ray Burnet|Shailesh Dubey|,8 wins & 47 nominations,13 July 2012 (India)
700,Ek Tha Tiger,tt2016894,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Ek_Tha_Tiger_theatrical_poster.jpg/220px-Ek_Tha_Tiger_theatrical_poster.jpg,https://en.wikipedia.org/wiki/Ek_Tha_Tiger,Ek Tha Tiger,Ek Tha Tiger,0,2012,132,Action|Romance|Thriller,5.5,26996,In the dark world of intelligence and espionage  all information is guarded in the name of national security. But some stories escape the fiercely guarded classified files  stories that become legends. This is one such story  a story that shook the very foundation of this dark world. In a government employees' neighbourhood in New Delhi  there lived a rugged  handsome and mysterious bachelor about whom his neighbours knew nothing. That was because he was India's top spy  an officer with the Research and Analysis Wing (RAW)  India's external intelligence agency. This man was known even in official corridors as TIGER (Salman Khan). Tiger is sent on a relatively easy and safe mission to Dublin  Ireland to observe a scientist of Indian origin who is suspected of sharing his research findings with the Pakistan defence establishment. Tiger attempts to meet the scientist but is not successful. He tries to befriend the scientist's part time home caretaker  Zoya (Katrina Kaif). As Tiger begins...,India's top spy Tiger and his love Zoya battle the dark world of intelligence and espionage that forbids its soldiers from loving the enemy.,,Salman Khan|Katrina Kaif|Girish Karnad|Roshan Seth|Ranvir Shorey|,13 wins & 7 nominations,15 August 2012 (India)
703,Joker (2012 film),tt1918886,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Joker_2012_poster.jpg/220px-Joker_2012_poster.jpg,https://en.wikipedia.org/wiki/Joker_(2012_film),Joker,Joker,0,2012,104,Comedy|Family|Sci-Fi,2.4,4716,In 1947 when the maps of India and Pakistan were being drawn  an oversight ensured that the village of Paglapur didn't find a place in either country. The village had the distinction of housing the largest mental asylum in the region and in the mêlée that ensued during partition  the asylum inmates broke loose  drove away the villagers and established their own republic in Paglapur. And that's how it stayed for the next 60 years! While the world outside changed  Paglapur remained isolated  with no electricity  television or sanity. Now  decades after the world forgot this village  a NASA scientist of Indian origin  Agastya and his beautiful wife find themselves on the road to Paglapur. Agastya is working on a top secret project for creating a device to communicate with aliens. So why is he in a village whose colorful inhabitants include a man who speaks in gibberish  another who thinks he is a lamp post and everyone else who think Mahatma Gandhi is still around  fighting for ...,A space scientist working on a project to communicate with aliens visits a village called Paglapur. To improve the plight of the inhabitants of Paglapur  he comes up with a novel idea.,Sometimes BEING ALIEN is the only option!,Akshay Kumar|Sonakshi Sinha|Shreyas Talpade|Minissha Lamba|Alexx O'Nell|Pitobash|Darshan Jariwala|Vrajesh Hirjee|Chitrangda Singh|Vindu Dara Singh|Asrani|Anjan Srivastav|Bikramjeet Kanwarpal|Avtar Gill|,5 wins & 1 nomination,31 August 2012 (India)
709,Barfi!,tt2082197,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Barfi%21_poster.jpg/220px-Barfi%21_poster.jpg,https://en.wikipedia.org/wiki/Barfi!,Barfi!,Barfi!,0,2012,151,Comedy|Drama|Romance,8.1,70443,Set in the 1970s in a pretty corner of India  Barfi. is the story of three young people who learn that love can neither be defined nor contained by society's norms of normal and abnormal. Barfi  a hearing and speech impaired boy falls in love with Shruti. In spite of her deep affection for Barfii  Shruti gives into societal and parental pressure to marry a 'normal' man and lead a 'normal' life. Many years later their paths cross once again when Barfi  now in love with Jhilmil  is on the run from the police. Barfi is desperately seeking Jhilmil  who has gone missing. Shruti's realization that Jhilmil is autistic makes her recognize that true love is really blind. Caught in a cat and mouse game  in the search for the girl Barfi loves  Shruti realizes that she is still in love with him.,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,,Ranbir Kapoor|Priyanka Chopra|Ileana D'Cruz|Saurabh Shukla|Rupa Ganguly|Ashish Vidyarthi|Bholaraj Sapkota|Jishu Sengupta|Haradhan Bannerjee|Akash Khurana|Arun Bali|Uday Tikekar|Preiti Mamgain|Sumona Chakravarti|,50 wins & 28 nominations,14 September 2012 (India)
714,OMG – Oh My God!,tt2283748,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/OMG_Poster.png/220px-OMG_Poster.png,https://en.wikipedia.org/wiki/Oh_My_God_(2012_film),OMG: Oh My God!,OMG: Oh My God!,0,2012,125,Comedy|Drama|Fantasy,8.2,46072,Kanji Lalji Mehta  though an atheist  owns a small shop selling religious goods  concocting cock-and-bull stories to extract higher fees from his customers for his wares. When  in openly defying God  an earthquake destroys his (and only his) only source of income  with the insurance company refusing to pay up on the basis of it being an 'act of God'  Kanjibhai takes God to the court. With many similarly unfortunate people pinning their hopes to him  Kanji's lack of courtroom experience may leave him unable to prove his point - that is  until approached by a man introducing himself as Krishna Vasudeva Yadav. Krishna helps Kanji win his case  his family and helps him find his faith in God  along the way showing how priests can turn religion into a business and that God can be found everywhere  particularly in a house of worship.,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,Kanjibhai is taking God to court!,Paresh Rawal|Akshay Kumar|Mithun Chakraborty|Om Puri|Mahesh Manjrekar|Govind Namdeo|Murli Sharma|Nikhil Ratnaparkhi|Lubna Salim|Poonam Jhawer|Yusuf Hussain|Jaineeraj Rajpurohit|Nidhi Subbaiah|Apoorva Arora|,5 wins & 11 nominations,28 September 2012 (India)
720,Student of the Year,tt2172071,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Student_of_the_Year_Poster.jpg/220px-Student_of_the_Year_Poster.jpg,https://en.wikipedia.org/wiki/Student_of_the_Year,Student of the Year,Student of the Year,0,2012,146,Comedy|Drama|Romance,5.4,13358,"Dean Yoginder Vashisht (Rishi Kapoor)  retired  has fallen gravely ill. Several students from his final year at St. Theresa's College rush to his side. In flashbacks  they all recall the events that none of them have gotten over yet  including the dean  and how the ""Student of the Year"" competition shaped who they were  how they related  and what they've become.",Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,,Alia Bhatt|Sidharth Malhotra|Varun Dhawan|Rishi Kapoor|Sana Saeed|Sahil Anand|Manasi Rachh|Manjot Singh|Ronit Roy|Ram Kapoor|Kayoze Irani|,7 wins & 29 nominations,19 October 2012 (USA)
726,Jab Tak Hai Jaan,tt2176013,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Jab_Tak_Hai_Jaan_Poster.jpg/220px-Jab_Tak_Hai_Jaan_Poster.jpg,https://en.wikipedia.org/wiki/Jab_Tak_Hai_Jaan,Jab Tak Hai Jaan,Jab Tak Hai Jaan,0,2012,176,Drama|Romance,6.7,48945,Samar Anand  a hard working young immigrant in the city of London  glimpses upon the love of his life  a gorgeous angelic looking girl  (Katrina Kaif). They meet and their bond blossoms into love with time spent together. Samar however meets with a serious accident  and Meera vows to God she will leave Samar forever if he allowed him to live again  their love affair ends as quickly as it began. Samar angered with God and fueled with his love for Meera  declares War against Him. Samar Anand vows to walk into the jaws of death everyday as a challenge to God to keep him alive. He becomes Major Samar Anand in the Indian Army  a bomb disposal chief  defusing bombs without ever wearing a bomb suit. It is here that Major Samar also known as 'the man who cannot die' meets Akira (Anushka Sharma)  a spirited vibrant  'today's generation' Discovery Channel correspondent with a WTF attitude. Aware of Samar Anand's story  Akira is determined to unravel the mystery of love in this intriguing story ...,A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.,,Shah Rukh Khan|Katrina Kaif|Anushka Sharma|Anupam Kher|Rishi Kapoor|Atul Sharma|Andrew Bicknell|Sarika|Lucy Phelps|Sharib Hashmi|Neetu Singh|Julia St John|Vic Waghorn|Lee Nicholas Harris|,18 wins & 24 nominations,13 November 2012 (India)
727,Talaash: The Answer Lies Within,tt1787988,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Talaash_poster.jpg/220px-Talaash_poster.jpg,https://en.wikipedia.org/wiki/Talaash_(2012_film),Talaash,Talaash,0,2012,140,Crime|Drama|Mystery,7.2,36801,Seeing reflections of Mumbai under the red light  Talaash is a tale of love lost  fatal attraction and above all the quest to solve a perfect crime. Suspense at its core  Talaash explores Mumbai's underbelly like never before. Aamir Khan plays an investigation officer  Inspector Shekhawat who receives a phone call early in the morning informing him about death and an accident and how everything starts to unfold from there. The case turns into a life altering chase for Inspector Shekhawat when he is forced to reel under the repercussions of a broken married life with his wife Roshni played by Rani Mukherji and come face to face with his suppressed grief. Being on his investigational quest and fighting it out with personal struggle  Inspector Shekhawat meets a sex worker Rosie played by Kareena Kapoor who further adds shades of mystery to the puzzle. What looks like a simple car accident investigation turns into a haunting mystery as further investigations show many anomalies stringed ...,Inspector Surjan Shekhawat  who is dealing with a depressing past  has to investigate a high profile murder case  deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie.,The Answer Lies Within,Aamir Khan|Kareena Kapoor|Rani Mukerji|Nawazuddin Siddiqui|Rajkummar Rao|Rajshri Deshpande|Vivan Bhatena|Subrat Dutta|Aditi Vasudev|Sheeba Chaddha|Vikas Shrivastav|Shernaz Patel|Ashish Nayyar|Ashraf Ul Haq|,7 wins & 15 nominations,30 November 2012 (India)
729,Son of Sardaar,tt2178508,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Son_Of_Sardar_poster.jpg/220px-Son_Of_Sardar_poster.jpg,https://en.wikipedia.org/wiki/Son_Of_Sardaar,Son of Sardaar,Son of Sardaar,0,2012,141,Action|Comedy,4.0,8258,A guest tries to stay inside the house of a man who can't kill him unless he's outside  because of believing guest to be equal to God.,A guest tries to stay inside the house of a man who can't kill him unless he's outside  because of believing guest to be equal to God.,This Diwali| Vengeance Will Be Funny,Ajay Devgn|Sanjay Dutt|Sonakshi Sinha|Juhi Chawla|,6 wins & 2 nominations,13 November 2012 (India)
731,Dabangg 2,tt2112131,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/DABANGG_2_Poster.jpg/220px-DABANGG_2_Poster.jpg,https://en.wikipedia.org/wiki/Dabangg_2,Dabangg 2,Dabangg 2,0,2012,120,Action|Comedy,4.9,14077,Chulbul Pandey is transferred and promoted to Kanpur. He is happily married with Rajjo. Kanpur witness a lot of criminal activities daily and kidnapping  rape and murders are done in broad daylight. The main antagonist/villain is Baccha Bhaiyaa  politician and a strong contender for the upcoming elections and Chulbul Pandey sabotages his political image by revealing his immoral activities to the public  media and police force. Chulbul Pandey takes Baccha Bhaiya head on & remains 'Dabang' as always,Chulbul Pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life.,,Salman Khan|Sonakshi Sinha|Prakash Raj|Vinod Khanna|Arbaaz Khan|Deepak Dobriyal|Nikitin Dheer|Mahie Gill|Kareena Kapoor|Sandeepa Dhar|Ram Sujan|Pradeep Chaudhry|Gireesh Sahedev|Yogendra Tiku|,9 wins & 20 nominations,21 December 2012 (India)
733,Housefull 2,tt1980986,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Housefull_2.jpg/220px-Housefull_2.jpg,https://en.wikipedia.org/wiki/Housefull_2,Housefull 2,Housefull 2,0,2012,145,Action|Comedy|Musical,5.2,12146,Housefull 2 is about the Kapoor family. Daboo and Chintu are brothers but they hate each other to the core. Even their wives and daughters hate each other. Both claim that they are going to get the richest son-in-law for their daughter. Aakhri Pasta  a marriage counselor  brings Jai's parents to Chintu  but Pasta says the wrong things and Chintu abuses Jai's father  who suffers a heart attack. Jai seeks revenge  which turns into a comedic disaster.,A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.,The Dirty Dozen,Akshay Kumar|John Abraham|Asin|Jacqueline Fernandez|Riteish Deshmukh|Shreyas Talpade|Zareen Khan|Shazahn Padamsee|Mithun Chakraborty|Rishi Kapoor|Randhir Kapoor|Boman Irani|,10 wins & 6 nominations,5 April 2012 (India)
734,Bol Bachchan,tt1728986,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Bol_Bachchan.jpg/220px-Bol_Bachchan.jpg,https://en.wikipedia.org/wiki/Bol_Bachchan,Bol Bachchan,Bol Bachchan,0,2012,155,Action|Comedy,5.5,7533,When a child falls into the well of the temple and Abbas breaks the temple's lock to save the child. When Prithviraj arrives at the scene  Ravi says Abbas's name as Abhishek Bachchan to avoid religious controversies of a temple being broken open by a Muslim. Prithviraj hires Abhishek Bachchan (Abbas) and is happy with his work  but Ravi and his friends have to come up with a new plan when Prithviraj spots Abbas celebrating Eid as a Muslim. Abbas and the others convince Prithviraj that the one celebrating Eid was actually 'Abbas'  an effeminate man and classical Kathak dancer. Things become worse for Abbas and Ravi when Prithviraj kindly hires Abbas for teaching Kathak to his sister Radhika (Prachi Desai). The more Abbas tries to manage his dual life without letting Prithviraj know  the more he has to lie to cover up other lies; this forms the crux of the story.,All hell breaks loose when a Muslim man breaks a temple lock to save a little child  thus for his safety keeps a Hindu name  where he starts making web of lies.,Don't Talk. Just watch,Amitabh Bachchan|Ajay Devgn|Abhishek Bachchan|Archana Puran Singh|Asin|Prachi Desai|Asrani|Neeraj Vora|Krishna Abhishek|Jeetu Verma|Naushaad Abbas|Harish Shetty|Padmini Sardesai|,8 wins & 3 nominations,6 July 2012 (India)
735,English Vinglish,tt2181931,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/English_Vinglish_poster.jpg/220px-English_Vinglish_poster.jpg,https://en.wikipedia.org/wiki/English_Vinglish,English Vinglish,English Vinglish,0,2012,134,Comedy|Drama|Family,7.8,31107,The story of a quiet  sweet tempered housewife who endures small slights from her well educated husband and daughter everyday because of her inability to speak and understand English. She is resourceful and open-minded but somehow these traits don't get noticed by them. Then one day on a trip to visit her sister in Manhattan she decides to enroll in an English Learners class and meets a host of new people who teach her to value herself beyond the narrow perspective of her family.,A quiet  sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.,,Sridevi|Adil Hussain|Mehdi Nebbou|Priya Anand|Sulabha Deshpande|Michael Patrick Hoban|Sujatha Kumar|Navika Kotia|Shivansh Kotia|Cory Hibbs|Rajeev Ravindranathan|Maria Romano|Sumeet Vyas|Ruth Aguilar|,10 wins & 19 nominations,5 October 2012 (India)
739,Dhobi Ghat (film),tt1433810,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Dhobi_Ghat_Movie.jpg/220px-Dhobi_Ghat_Movie.jpg,https://en.wikipedia.org/wiki/Dhobi_Ghat_(film),Dhobi Ghat,Dhobi Ghat,0,2010,100,Drama,7.0,11792,"The lives of 4 different people in the city of Mumbai get entwined by fate and luck; Shai - an investment banker with a penchant for photography  Arun - a lonely painter  Munna - the ""dhobi"" who aspires to become an actor and Yasmin - making a video in her camcorder for her brother  who hasn't been to Mumbai before. The film follows how their lives are changed by the presence of one another. Will it be for better or for worse?",The lives of four people intersect in Mumbai: a washer-man who wants to become an actor  a banker-turned-photographer  a painter looking for inspiration  and a newly-married immigrant who journals her experiences on home video.,,Prateik|Monica Dogra|Kriti Malhotra|Aamir Khan|Danish Husain|Kitu Gidwani|Jehan Manekshaw|Ashok Varma|Sanjivani Oagle|Aasha Pawar|Jyoti Pawar|Babita Sehgal|Jitendra Shinde|Nafisa Amin Khan|,1 win & 3 nominations,21 January 2011 (India)
745,Patiala House (film),tt1535467,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Patiala_House_1.jpg/220px-Patiala_House_1.jpg,https://en.wikipedia.org/wiki/Patiala_House_(film),Patiala House,Patiala House,0,2011,140,Drama|Sport,5.6,8301,Gurtej Singh Kahlon witnesses his family being attacked by British-born Caucasian skinheads  leading to a death in the family. While the identified attackers were never charged by racially biased police  he himself was arrested for defending his family. He swore to change the manner in which East Indians were profiled and set about to build a Mini-India in Southall. He encourages his son  Parghat  to play and excel in cricket as he himself was a fan of the Indian team  especially Lala and his son  Mohinder Ambarnath. But when the time comes for Parghat to be inducted in the English cricket team  he forbids him  gets him to manage a convenience store  and also sets about to arrange marriages and lives of his family with no daring to oppose him. Then mixed-raced Simran Chaggal enters Parghat's life  and with some help from the Kahlon family  gets him to be included in a failing English team. They conspire to keep this information from Gurtej  and even re-name Parghat as 'Kaali'. But it ...,A victim of British racial violence and profiling prevents his son from playing cricket.,,Rishi Kapoor|Dimple Kapadia|Akshay Kumar|Anushka Sharma|Tinnu Anand|Soni Razdan|Prem Chopra|Masood Akhtar|Jeneva Talwar|Suparna Marwah|Neelu Kohli|Rabbit|Armaan Kirmani|Maya Sarao|,,11 February 2011 (India)
746,7 Khoon Maaf,tt1629376,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/7KhoonMaaf_poster_ver1.jpg/220px-7KhoonMaaf_poster_ver1.jpg,https://en.wikipedia.org/wiki/7_Khoon_Maaf,Seven Sins Forgiven,7 Khoon Maaf,0,2011,137,Drama|Mystery|Thriller,6.1,5059,After the passing of his Pondicherry-born mentor  Susanna  Mumbai-based Dr. Arun Kumar Singh narrates his story to his wife  Nalini. With photographs from an old album that he has never shared with anyone  he informs her as to how Susanna caught him stealing; got him to quit his job & enrolled in a Panchgani school  as well as arranged for further education in St. Petersburg. While Susanna herself searched for true love and her marriages with six deceased men - including the abusive Major Edwin Rodrigies; drug-addicted and womanizer guitarist-singer Jamshed Singh Rathore; impotent and abusive Mohammad Wasiullah Khan; bigamist/spy Nicolai Vronski; Inspector Keemat Lal; and Dr. Modhusodon Tarafdar - men who influenced her life  broke her heart - and met with sudden and mysterious deaths.,Susanna's quest for love leads to a series of marriages  each ending in the mysterious death of her latest husband.,,Priyanka Chopra|Vivaan Shah|Neil Nitin Mukesh|John Abraham|Irrfan Khan|Konkona Sen Sharma|Alexander Diachenko|Shashi Malviya|Annu Kapoor|Naseeruddin Shah|Usha Uthup|Manuj Bhaskar|Harish Khanna|Ayush Tandon|,5 wins & 10 nominations,18 February 2011 (USA)
747,Tanu Weds Manu,tt1694542,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Tanuwedsmanu.jpg/220px-Tanuwedsmanu.jpg,https://en.wikipedia.org/wiki/Tanu_Weds_Manu,Tanu Weds Manu,Tanu Weds Manu,0,2011,113,Comedy|Drama|Romance,6.7,12091,London-based Dr. Manoj Sharma returns home to Delhi  and in the company of his parents  Kishan and Anju  as well as several others  travels to Chaman Ganj  Kanpur  Uttar Pradesh to meet his prospective bride  Tanuja Trivedi. He approves of her  informs his elders and they begin preparations for the marriage. Subsequently he gets a rude awakening when Tanuja tells him that she already has a boyfriend and plans to marry him even against her parents' wishes. Manoj informs his parents  and they set about to see other girls for their son - albeit in vain - as he has his heart set on Tanuja  and is all set to return back unmarried. Manoj and Tanuja are fated to meet again in Kapurthala  Punjab  while attending the marriage of Jaspreet Singh Jassi and Payal Sinha. While Manoj hopes to win Tanuja's heart - he will face more rejection when she enlists his assistance to elope with another male.,Manu comes to India to find a bride for himself and falls for Tanu at first sight but Tanu  a free spirited girl has no plans of marrying him.,Celebrate a perfect mismatch,Madhavan|Kangana Ranaut|Jimmy Sheirgill|Deepak Dobriyal|Swara Bhaskar|Eijaz Khan|K.K. Raina|Rajendra Gupta|Navni Parihar|Dipti Misra|,1 win & 7 nominations,25 February 2011 (India)
750,Thank You (2011 film),tt1720254,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Thank_You_Hindi_Movie_Poster.jpg/220px-Thank_You_Hindi_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Thank_You_(2011_film),Thank You,Thank You,0,2011,125,Comedy,4.6,4747,Raj  Yogi and Vikram - best friends  business partners  serial womanizers and happily married! Happy  because their lovely wives have no clue that their husbands cheat on them with every pretty young thing they can lay their eyes on. This picture perfect world is rocked when Raj's wife  Sanjana begins to suspect her husband and hires the suave private detective  Kishan  to tail him. Kishan's built his reputation as a man who saves marriages by getting erring husbands to mend their ways. In this particular case  however  his overwhelming attraction towards Sanjana means he may not be acting in her best interest! What follows is a crazy cat and mouse game  with Kishan trying to catch the husbands with their pants down literally and them attempting to just stay outside his grasp.,Three wives engage the services of a private investigator after they suspect their respective husbands of infidelity.,Husbands will be sorry...Wives say thank you!,Akshay Kumar|Bobby Deol|Sonam Kapoor|Sunil Shetty|Celina Jaitly|Irrfan Khan|Rimi Sen|Mallika Sherawat|Vidya Balan|,1 win & 1 nomination,8 April 2011 (USA)
766,Stanley Ka Dabba,tt1907761,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Stanley_Ka_Dabba_Poster.jpg/220px-Stanley_Ka_Dabba_Poster.jpg,https://en.wikipedia.org/wiki/Stanley_Ka_Dabba,Stanley Ka Dabba,Stanley Ka Dabba,0,2011,96,Comedy|Drama|Family,7.8,5407,Stanley studies in an all-boys Holy Family High School in Andheri East  Mumbai. While his class-mates bring their very own Tiffin-boxes  Stanley does not do so on the pretext that his mother is away  and shares food with Aman Mehra and others much to the chagrin of the Hindi Teacher  Babubhai Verma  who not only cajoles fellow-teachers  but virtually forces children  to share their food with him. With extra classes being imposed on both students and teachers  and the recess-breaks being doubled  parents are also forced to pack more food in lunch-boxes. When students evade Babubhai and continue sharing food with Stanley  he calls the latter aside and warns him that he cannot attend school until and unless he brings his own food. Watch what impact this has on Stanley  teachers  and his class-mates.,A school-teacher  who forces children to share their food with him  forbids one from entering the school until he brings his own Tiffin/Lunch-box.,A little story with a BIG heart,Partho A. Gupte|Numaan Sheikh|Abhishek Reddy|Sai Shara Shetty|Monty Sarkar|Leo Crasto|Tijo Thomas|Ganesh Pujari|Walter D'Souza|Divya Dutta|Divya Jagdale|Raj Zutshi|Rahul Singh|Aditya Lakhia|,3 wins & 2 nominations,13 May 2011 (India)
769,Shaitan (film),tt1836912,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Shaitanfilm.jpg/220px-Shaitanfilm.jpg,https://en.wikipedia.org/wiki/Shaitan_(film),Shaitan,Shaitan,0,2011,121,Action|Crime|Drama,7.2,7616,After the passing of her mother  and the entry of a step-mother  Amrita Jayshankar retreats into herself. Her father is summoned to her school and is told that his daughter may require counseling  but he refuses to believe and instead makes a donation to the school. Then Amrita meets with three males and a female  namely Zuben  Dushant Sahu  Karan Chaudhary; and Tanya Sharma respectively. Together they live it up with drugs and alcohol until things get out of control when they accidentally kill a couple. A corrupt police constable demands Rs.25 Lakhs to eliminate their involvement. Unable to come up with so much cash  the five decide to fake a kidnapping  demand the cash from Amrita's father  and clear their respective names. Amrita accordingly goes 'missing'  and her father involves the police  who assign this case to once-suspended police inspector  Arvind Mathur. With the media getting involved  Arvind begins his investigation  but will soon find it hampered - complicating not only...,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,,Kalki Koechlin|Shiv Panditt|Gulshan Devaiah|Rajeev Khandelwal|Neil Bhoopalam|Kirti Kulhari|Rajkummar Rao|Rajat Barmecha|Nikhil Chinappa|Shelly Skandrani|,1 win & 4 nominations,10 June 2011 (India)
